Tue Aug 10 16:31:22 2021    stocks_complexity.py.stats

         500363111 function calls (493977509 primitive calls) in 5726.525 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.002    0.000 ticker.py:265(format_data)
      683    0.001    0.000    0.002    0.000 construction.py:376(_check_values_indices_shape_match)
        1    0.000    0.000    0.002    0.002 StringMatcher.py:3(<module>)
     7840    0.002    0.000    0.002    0.000 sessions.py:424(__enter__)
        1    0.000    0.000    0.002    0.002 blocks.py:1(<module>)
      271    0.001    0.000    0.002    0.000 base.py:713(tolist)
        5    0.000    0.000    0.002    0.000 axis.py:1360(get_minor_ticks)
        1    0.000    0.000    0.002    0.002 axis.py:1184(get_minorticklabels)
        1    0.000    0.000    0.002    0.002 pyplot.py:2293(_setup_pyplot_info_docstrings)
      544    0.001    0.000    0.002    0.000 range.py:461(_view)
       55    0.000    0.000    0.002    0.000 transforms.py:829(from_extents)
     8250    0.002    0.000    0.002    0.000 workbook.py:119(epoch)
       10    0.000    0.000    0.002    0.000 __init__.py:2327(normalize_path)
        1    0.000    0.000    0.002    0.002 tools.py:48(format_date_labels)
        5    0.000    0.000    0.002    0.000 offsetbox.py:818(get_extent)
       53    0.000    0.000    0.002    0.000 fills.py:57(from_tree)
      754    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
        1    0.000    0.000    0.002    0.002 cache.py:3(<module>)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
       52    0.000    0.000    0.002    0.000 transforms.py:2377(transform_affine)
        1    0.000    0.000    0.002    0.002 workbook.py:31(__init__)
        1    0.000    0.000    0.002    0.002 text.py:4(<module>)
       16    0.000    0.000    0.002    0.000 axis.py:742(_set_scale)
     4740    0.001    0.000    0.002    0.000 sre_parse.py:172(append)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
       39    0.002    0.000    0.002    0.000 base.py:338(_outer_indexer)
      476    0.002    0.000    0.002    0.000 frequencies.py:431(_is_multiple)
     7840    0.002    0.000    0.002    0.000 models.py:184(<genexpr>)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3365(<listcomp>)
       10    0.000    0.000    0.002    0.000 pyparsing.py:3140(__init__)
        1    0.000    0.000    0.002    0.002 base.py:4(<module>)
     1908    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:398(parent)
        1    0.000    0.000    0.002    0.002 indexing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _json.py:1(<module>)
     7840    0.002    0.000    0.002    0.000 connectionpool.py:309(_validate_conn)
     3810    0.001    0.000    0.002    0.000 indexing.py:715(<genexpr>)
      115    0.000    0.000    0.002    0.000 typing.py:729(__init__)
        5    0.000    0.000    0.002    0.000 six.py:90(__get__)
       11    0.000    0.000    0.002    0.000 serialisable.py:231(__copy__)
        1    0.000    0.000    0.002    0.002 stylesheet.py:188(apply_stylesheet)
       16    0.000    0.000    0.002    0.000 scale.py:96(set_default_locators_and_formatters)
     1334    0.001    0.000    0.002    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.002    0.002 core.py:598(_make_legend)
       72    0.000    0.000    0.002    0.000 font_manager.py:930(copy)
        3    0.000    0.000    0.002    0.001 _base.py:898(__init__)
     2787    0.002    0.000    0.002    0.000 {method 'expandtabs' of 'str' objects}
      374    0.000    0.000    0.002    0.000 artist.py:82(_stale_axes_callback)
        1    0.000    0.000    0.002    0.002 _axes.py:185(legend)
      438    0.001    0.000    0.002    0.000 sequence.py:23(__set__)
       69    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(round_)
       53    0.000    0.000    0.002    0.000 fills.py:96(_from_tree)
        2    0.000    0.000    0.002    0.001 dates.py:1(<module>)
      139    0.001    0.000    0.002    0.000 artist.py:99(__init__)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3970(<listcomp>)
     1407    0.001    0.000    0.002    0.000 _reader.py:281(<setcomp>)
     6207    0.001    0.000    0.002    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.002    0.002 _base.py:1105(ExcelFile)
      256    0.001    0.000    0.002    0.000 transforms.py:1867(__init__)
        1    0.000    0.000    0.002    0.002 legend.py:292(__init__)
      416    0.000    0.000    0.002    0.000 base.py:102(__set__)
      199    0.001    0.000    0.002    0.000 shape_base.py:612(column_stack)
        3    0.000    0.000    0.002    0.001 patches.py:1912(pprint_styles)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _io.py:1(<module>)
       37    0.000    0.000    0.002    0.000 lines.py:1159(set_marker)
      297    0.001    0.000    0.002    0.000 typing.py:137(_type_check)
     1038    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:185(cb)
  572/155    0.000    0.000    0.002    0.000 abc.py:121(__subclasscheck__)
     7566    0.002    0.000    0.002    0.000 base.py:23(__set__)
        1    0.000    0.000    0.002    0.002 child.py:3(<module>)
       28    0.000    0.000    0.002    0.000 relativedelta.py:105(__init__)
      707    0.002    0.000    0.002    0.000 rrule.py:1254(mdayset)
        2    0.000    0.000    0.002    0.001 pytables.py:1(<module>)
        1    0.000    0.000    0.002    0.002 series.py:4(<module>)
      166    0.001    0.000    0.002    0.000 cast.py:1586(maybe_cast_to_datetime)
     1062    0.001    0.000    0.002    0.000 functions.py:75(localname)
        1    0.000    0.000    0.002    0.002 glob.py:1(<module>)
      300    0.001    0.000    0.002    0.000 {method 'any' of 'numpy.generic' objects}
        9    0.000    0.000    0.002    0.000 _base.py:72(wrapper)
      185    0.001    0.000    0.002    0.000 __init__.py:1726(normalize_kwargs)
     5691    0.002    0.000    0.002    0.000 range.py:287(step)
      264    0.002    0.000    0.002    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.002    0.000 axis.py:773(clear)
      321    0.001    0.000    0.002    0.000 enum.py:977(__and__)
  572/155    0.001    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.002    0.002 axis.py:1191(get_ticklabels)
       10    0.000    0.000    0.002    0.000 dates.py:385(date2num)
       65    0.000    0.000    0.001    0.000 alignment.py:45(__init__)
     8365    0.001    0.000    0.001    0.000 cell_style.py:26(__get__)
        1    0.000    0.000    0.001    0.001 core.py:663(_get_xticks)
       36    0.000    0.000    0.001    0.000 zipfile.py:1466(open)
     3877    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
     6479    0.001    0.000    0.001    0.000 {built-in method math.exp}
     2530    0.001    0.000    0.001    0.000 indexers.py:125(<genexpr>)
        1    0.000    0.000    0.001    0.001 figure.py:2166(__init__)
       56    0.000    0.000    0.001    0.000 pyparsing.py:3901(<listcomp>)
        3    0.000    0.000    0.001    0.000 manifest.py:175(_write)
       61    0.000    0.000    0.001    0.000 pyparsing.py:3292(<listcomp>)
        1    0.000    0.000    0.001    0.001 backend_cairo.py:1(<module>)
      156    0.000    0.000    0.001    0.000 colors.py:80(__init__)
        7    0.000    0.000    0.001    0.000 path.py:494(contains_point)
      109    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
      254    0.001    0.000    0.001    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
    111/5    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
      749    0.001    0.000    0.001    0.000 inspect.py:494(unwrap)
     1704    0.001    0.000    0.001    0.000 indexing.py:965(_validate_key)
       16    0.000    0.000    0.001    0.000 __init__.py:2102(safe_listdir)
        1    0.000    0.000    0.001    0.001 sessions.py:3(<module>)
      439    0.001    0.000    0.001    0.000 function.py:107(validate_argmax_with_skipna)
       55    0.000    0.000    0.001    0.000 named_styles.py:51(__init__)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
     2631    0.001    0.000    0.001    0.000 base.py:49(_convert)
       69    0.000    0.000    0.001    0.000 fromnumeric.py:3730(round_)
        1    0.000    0.000    0.001    0.001 markers.py:4(<module>)
        3    0.000    0.000    0.001    0.000 patches.py:1916(<listcomp>)
        1    0.000    0.000    0.001    0.001 __init__.py:2254(declare_namespace)
       63    0.000    0.000    0.001    0.000 colors.py:968(reversed)
        1    0.000    0.000    0.001    0.001 comment_sheet.py:4(<module>)
        2    0.000    0.000    0.001    0.001 indexers.py:1(<module>)
      226    0.000    0.000    0.001    0.000 markers.py:238(_recache)
       81    0.000    0.000    0.001    0.000 __init__.py:1393(_get_metadata_path)
        1    0.000    0.000    0.001    0.001 named_styles.py:3(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:5(<module>)
      235    0.000    0.000    0.001    0.000 format.py:295(_chk_truncate)
        1    0.000    0.000    0.001    0.001 core.py:492(_adorn_subplots)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:62(__init__)
     6499    0.001    0.000    0.001    0.000 common.py:203(<genexpr>)
      162    0.001    0.000    0.001    0.000 colors.py:214(_to_rgba_no_colorcycle)
     2497    0.001    0.000    0.001    0.000 base.py:141(_freeze)
       81    0.000    0.000    0.001    0.000 __init__.py:1472(_fn)
        1    0.000    0.000    0.001    0.001 context.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rolling.py:1(<module>)
       69    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(around)
       30    0.000    0.000    0.001    0.000 __init__.py:571(__init__)
        5    0.000    0.000    0.001    0.000 series.py:4852(replace)
      658    0.001    0.000    0.001    0.000 __init__.py:2094(_setattr_cm)
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
      412    0.001    0.000    0.001    0.000 frame.py:857(_can_fast_transpose)
        3    0.000    0.000    0.001    0.000 protection.py:3(<module>)
        1    0.000    0.000    0.001    0.001 backend_agg.py:411(get_renderer)
      118    0.001    0.000    0.001    0.000 {built-in method _imp.source_hash}
       72    0.000    0.000    0.001    0.000 transforms.py:2218(get_affine)
     1251    0.001    0.000    0.001    0.000 {method 'index' of 'range' objects}
        1    0.000    0.000    0.001    0.001 dtypes.py:1(<module>)
      266    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
        2    0.000    0.000    0.001    0.001 core.py:3(<module>)
        1    0.000    0.000    0.001    0.001 stylesheet.py:97(from_tree)
        1    0.000    0.000    0.001    0.001 art3d.py:5(<module>)
        1    0.000    0.000    0.001    0.001 series.py:4962(isin)
      982    0.001    0.000    0.001    0.000 base.py:4821(<genexpr>)
     3096    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:878(__exit__)
        2    0.000    0.000    0.001    0.001 axis.py:653(__init__)
        2    0.000    0.000    0.001    0.001 qt_compat.py:74(_setup_pyqt5)
        1    0.000    0.000    0.001    0.001 image.py:1(<module>)
        4    0.000    0.000    0.001    0.000 ticker.py:2262(__call__)
      738    0.000    0.000    0.001    0.000 artist.py:356(pchanged)
     6478    0.001    0.000    0.001    0.000 base.py:1126(_format_space)
     1270    0.001    0.000    0.001    0.000 indexing.py:2034(_ensure_iterable_column_indexer)
      439    0.001    0.000    0.001    0.000 {method 'argmax' of 'numpy.ndarray' objects}
       63    0.000    0.000    0.001    0.000 colors.py:987(<dictcomp>)
       24    0.000    0.000    0.001    0.000 text.py:272(update_from)
        1    0.000    0.000    0.001    0.001 series.py:195(Series)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
       57    0.000    0.000    0.001    0.000 lines.py:1203(set_markerfacecolor)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4686(parseImpl)
      825    0.001    0.000    0.001    0.000 {method 'reshape' of 'pandas._libs.arrays.NDArrayBacked' objects}
        1    0.000    0.000    0.001    0.001 excel.py:1(<module>)
        3    0.000    0.000    0.001    0.000 dataclasses.py:998(dataclass)
       12    0.001    0.000    0.001    0.000 artist.py:1339(<listcomp>)
       23    0.000    0.000    0.001    0.000 overrides.py:223(decorator)
        1    0.000    0.000    0.001    0.001 sysconfig.py:1(<module>)
        3    0.000    0.000    0.001    0.000 dataclasses.py:1012(wrap)
       50    0.000    0.000    0.001    0.000 tz.py:1552(__call__)
        3    0.000    0.000    0.001    0.000 dataclasses.py:809(_process_class)
        1    0.000    0.000    0.001    0.001 _base.py:2626(autoscale_view)
       24    0.000    0.000    0.001    0.000 patches.py:854(get_bbox)
        1    0.001    0.001    0.001    0.001 backend_agg.py:85(__init__)
    148/3    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
        1    0.000    0.000    0.001    0.001 scope.py:1(<module>)
        5    0.000    0.000    0.001    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5843(makeHTMLTags)
      110    0.000    0.000    0.001    0.000 transforms.py:1763(transform)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5806(_makeTags)
     22/3    0.000    0.000    0.001    0.000 pyparsing.py:3397(parseImpl)
       32    0.000    0.000    0.001    0.000 colors.py:302(to_rgba_array)
      168    0.000    0.000    0.001    0.000 base.py:119(__init__)
       78    0.000    0.000    0.001    0.000 fromnumeric.py:38(_wrapit)
     4273    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      614    0.001    0.000    0.001    0.000 named_styles.py:76(__setattr__)
        5    0.000    0.000    0.001    0.000 named_styles.py:106(bind)
        1    0.000    0.000    0.001    0.001 _base.py:2093(add_line)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        5    0.000    0.000    0.001    0.000 named_styles.py:114(_recalculate)
       29    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
       16    0.000    0.000    0.001    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.001    0.001 graphic.py:3(<module>)
       30    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(linspace)
        1    0.000    0.000    0.001    0.001 legend.py:702(_init_legend_box)
